"","Species","sample","IndCode","shade","Date","time","LitterDepth1","LitterDepth2","LitterDepth3","Average.Litter.Depth","FlameHeight1","FlameHeight2","FlameHeight3","Average.Flame.Height","Original.Mass","FinalMass.g.","PercentCombustion","HeatFlux_SBG01_Max","Heatflux_flat_Max","Temp_C_15_10_Max","Temp_C_30_10_Max","Temp_C_45_10_Max","Temp_C_30_5_Max","Temp_C_30_20_Max","Temp_C_IR_Max","ROS1mmin.1","ROS2mmin.1","count15","count30","Count45","Fuel.load..kg.m2.","Mean.ROS.mmin.1","Mean.ROS.ms.1","Fireline.intensity.kWm.1","Comments","FreshL","FreshW","FreshH","FreshTH","Petole","DryL","DryW","DryH","DryTH","DryWeight","Areacm2","SLAcm2g.1","freshL3D","freshW3D","freshH3D","freshHull","dryL3D","dryW3D","dryH3D","dryHull","BulkDryL","BulkDryW","BulkDryH"
"182","ANCR",1,"ANCR1","","7/5/2019","10:00",5.8,5.9,6.5,6.066666667,35,32.5,32.5,33.33333333,150,8.4,0.944,39.95,15.42,536.2,488.3,486,515.5,416.2,582.5,0.167,0.151,251,466,704,1,0.159,0.00265,46.5847952,"",9.91333333333333,4.70666666666667,2.06833333333333,0.266666666666667,0.658333333333333,9.475,4.53833333333333,1.48833333333333,0.233333333333333,0.6405,41.8040979916667,66.7651762216667,92.810704559954,46.6677852046788,24.9006173853087,43266.9585826242,87.2615215294462,45.4169869105212,16.2049316363212,26887.704747662,8.992,5.05,1.776
"183","BARU",2,"BARU2","","7/5/2019","10:16",8,7.5,8.1,7.866666667,45,40,42.5,42.5,150,9.4,0.937333333,38.84,19.65,632.3,577.9,644.4,547.5,422.8,692,0.183,0.168,220,417,631,1,0.1755,0.002925,51.0559374,"",10.5883333333333,9.61666666666667,2.75666666666667,0.31,1.37666666666667,10.4,9.28333333333333,2.41,0.251666666666667,1.09,78.5489707383333,77.6469499216667,111.033580580525,91.7646277657585,24.6066345752889,100807.775951174,106.697122657547,92.9258615198313,24.7421494597732,99278.8373715264,9.474,7.45,1.992
"184","OUSP",1,"OUSP1","","7/5/2019","10:31",5.2,5.6,6,5.6,30,32.5,45,35.83333333,150,5.9,0.960666667,22.19,19.35,462.9,458.1,566.8,467.7,352.6,591.5,0.151,0.211,249,488,659,1,0.181,0.003016667,53.96676291,"",11.1566666666667,4.70833333333333,1.75,0.35,0.261666666666667,10.395,4.66,2.40833333333333,0.216666666666667,0.783333333333333,41.9101551283333,53.5185104066667,105.654687976248,49.9617118719894,17.1185532873138,37729.0057110554,99.4505577783327,49.480098834834,23.1156066634775,43606.8896740676,11.468,5.244,2.16
"185","ANCA",1,"ANCA1","","7/5/2019","10:50",13,12.5,11,12.16666667,50,72.5,65,62.5,150,14.1,0.906,58.81,27.58,499.7,526.8,664.6,629.2,595.5,696.9,0.514,0.367,230,300,398,1,0.4405,0.007341667,123.8651641,"",14.6725,4.22625,1.94375,0.1875,1.80375,12.1475,3.73375,1.72625,0.2,0.404875,42.80747710875,106.8297821275,133.178499680557,44.9689953060076,14.4180430343935,35331.8377156788,122.041809333563,39.1235113697751,19.5418068090996,33186.0593320487,18.48,4.184,2.012
"186","TAAU",3,"TAAU3","","7/5/2019","11:03",6.5,5.8,7,6.433333333,52.5,32.5,40,41.66666667,150,9.1,0.939333333,46.61,20.65,597.1,618,642,614.7,528.5,688.8,0.263,0.212,211,348,518,1,0.2375,0.003958333,69.24021694,"",19.63,7.94833333333333,2.105,0.511666666666667,4.575,14.09,5.03333333333333,4.52833333333333,0.373333333333333,1.81633333333333,82.123061565,55.25195175,186.180577285731,78.8467337854261,27.1037065378524,182474.340726027,122.452890688242,68.3618260975859,51.2162320782645,158536.747187772,14.4972727272727,5.93818181818182,3.91363636363636
"187","KICO",3,"KICO3","","7/5/2019","11:17",7.5,8.5,8.1,8.033333333,62.5,45,42.5,50,150,3.9,0.974,53.26,19.22,546.1,614,645.3,570.8,552.4,708.4,0.221,0.228,173,336,494,1,0.2245,0.003741667,67.86570643,"",16.38,5.55666666666667,1.06666666666667,0.371666666666667,0.721666666666667,13.61,4.26857142857143,2.87285714285714,0.275714285714286,1.04242857142857,59.9632402875,59.6102985285714,160.357672129629,56.8240118711691,21.1606725958844,62902.3204619661,127.790450257287,46.5813314129494,37.050000846099,65494.2719399164,12.6,3.444,2.55
"188","PORA",1,"PORA1","","7/5/2019","11:29",9.5,10.5,9.6,9.866666667,57.5,55,62.5,58.33333333,150,8.7,0.942,48.83,26.34,471.1,554.1,574.9,598.9,562.1,625.3,0.305,0.34,210,328,434,1,0.3225,0.005375,94.2878415,"",14.2,5.41,2.04166666666667,0.186666666666667,1.44333333333333,13.7616666666667,4.27,1.92166666666667,0.143333333333333,0.589166666666667,56.0629942066667,94.8081695583333,133.313313570569,56.3494864395917,21.6280781510656,54846.0547289868,128.267497410374,48.6427752834349,21.2966277781704,55285.9184901387,12.23,4.826,2.384
"189","SYRE",1,"SYRE1","yes","7/5/2019","11:47",6.8,7.9,6,6.9,27.5,35,30,30.83333333,150,34.6,0.769333333,24.41,10.41,535,447.1,564.6,373,390.8,558.2,0.159,0.1,450,676,1036,1,0.1295,0.002158333,30.92141718,"",9.71333333333333,3.15833333333333,1.285,0.225,0.981666666666667,8.70833333333333,2.12833333333333,1.16666666666667,0.163333333333333,0.169666666666667,28.4993695233333,189.02183821,92.0210145746448,32.8988087388499,12.3913259546769,12284.7213218959,76.9025232241179,24.5569432344856,12.4798300622084,7996.05539651931,9.016,2.822,1.08
"190","FAMO",2,"FAMO2","yes","7/8/2019","8:40",11.9,12.5,11,11.8,67.5,62.5,65,65,150,13.4,0.910666667,73.27,25.8,468.4,574.7,667.8,667.8,606.7,672.6,0.391,0.257,267,359,499,1,0.324,0.0054,91.5755472,"",16.3466666666667,5.43,1.95,0.19,1.14333333333333,12.9766666666667,4.73166666666667,3.24166666666667,0.171666666666667,0.5115,60.5148968916667,125.093088181667,147.826266336719,57.0935091552308,18.7348229802264,53138.0260584381,113.891875808866,54.0259826389351,36.5292248772978,72780.9708340925,13.688,4.37,2.982
"191","ERGR",1,"ERGR1","","7/8/2019","8:54",7.2,6.8,6.1,6.7,27.5,35,32.5,31.66666667,150,12.5,0.916666667,26.64,13,393.2,425.4,548.6,507,390,602.1,0.225,0.129,375,535,815,1,0.177,0.00295,50.35699167,"",10.29,4.725,2.34666666666667,0.366666666666667,0.548333333333333,9.345,4.625,2.47333333333333,0.308333333333333,0.632833333333333,40.18714782,64.5870670983333,101.43683955701,49.4711607895878,22.8397466650072,40895.7273481211,89.7001220567942,49.535047818758,26.8594119874348,44288.3537572111,11.058,4.94,3.1
"192","OUSP",2,"OUSP2","","7/8/2019","9:09",4.6,5.1,5.1,4.933333333,25,27.5,30,27.5,150,8.8,0.941333333,26.64,10.54,255.3,370,581.6,412,280.2,594.3,0.157,0.155,383,612,845,1,0.156,0.0026,45.57672427,"FLAME DURATION TIME IS BAD",11.1566666666667,4.70833333333333,1.75,0.35,0.261666666666667,10.395,4.66,2.40833333333333,0.216666666666667,0.783333333333333,41.9101551283333,53.5185104066667,105.654687976248,49.9617118719894,17.1185532873138,37729.0057110554,99.4505577783327,49.480098834834,23.1156066634775,43606.8896740676,9.448,4.322,1.908
"193","ANCA",2,"ANCA2","","7/8/2019","9:27",13.5,14.1,14,13.86666667,75,72.5,82.5,76.66666667,150,12.1,0.919333333,66.6,30.07,611.3,595.3,630.6,670,584.1,730.9,0.554,0.387,133,198,291,1,0.4705,0.007841667,134.2479637,"",14.6725,4.22625,1.94375,0.1875,1.80375,12.1475,3.73375,1.72625,0.2,0.404875,42.80747710875,106.8297821275,133.178499680557,44.9689953060076,14.4180430343935,35331.8377156788,122.041809333563,39.1235113697751,19.5418068090996,33186.0593320487,18.58,3.662,2.35
"194","ANCR",2,"ANCR2","","7/8/2019","9:58",5,6.4,5.5,5.633333333,35,32.5,37.5,35,150,7.5,0.95,23.31,10.38,449.4,579.6,547,484.6,372.2,641.4,0.183,0.122,286,483,778,1,0.1525,0.002541667,44.96437083,"ENDS AT 10:07 WAS NOT UNPLUGGED",9.91333333333333,4.70666666666667,2.06833333333333,0.266666666666667,0.658333333333333,9.475,4.53833333333333,1.48833333333333,0.233333333333333,0.6405,41.8040979916667,66.7651762216667,92.810704559954,46.6677852046788,24.9006173853087,43266.9585826242,87.2615215294462,45.4169869105212,16.2049316363212,26887.704747662,10.57,5.266,1.658
"195","SYRE",2,"SYRE2","yes","7/8/2019","10:14",6.4,6.7,6.5,6.533333333,32.5,37.5,42.5,37.5,150,31.8,0.788,26.64,18.88,510.1,571.6,598.1,582,416.5,570,0.161,0.187,248,471,664,1,0.174,0.0029,42.5549944,"",9.71333333333333,3.15833333333333,1.285,0.225,0.981666666666667,8.70833333333333,2.12833333333333,1.16666666666667,0.163333333333333,0.169666666666667,28.4993695233333,189.02183821,92.0210145746448,32.8988087388499,12.3913259546769,12284.7213218959,76.9025232241179,24.5569432344856,12.4798300622084,7996.05539651931,8.798,3.27,1.744
"196","PORA",2,"PORA2","","7/8/2019","10:26",11.5,10.4,10.5,10.8,65,62.5,75,67.5,150,7.3,0.951333333,62.16,30.74,498.8,627.4,596.2,665.3,532.3,735.9,0.655,0.336,188,243,350,1,0.4955,0.008258333,146.3023981,"",14.2,5.41,2.04166666666667,0.186666666666667,1.44333333333333,13.7616666666667,4.27,1.92166666666667,0.143333333333333,0.589166666666667,56.0629942066667,94.8081695583333,133.313313570569,56.3494864395917,21.6280781510656,54846.0547289868,128.267497410374,48.6427752834349,21.2966277781704,55285.9184901387,14.33,5.572,1.972
"197","STPO",2,"STPO2","yes","7/8/2019","10:39",8,7.3,7.6,7.633333333,57.5,57.5,57.5,57.5,150,7.7,0.948666667,38.84,22.44,628.2,477.2,589.8,456.4,484.4,677.3,0.235,0.333,175,328,436,1,0.284,0.004733333,83.61940116,"",9.84833333333333,3.81333333333333,1.27,0.285,1.34833333333333,9.11666666666667,3.03666666666667,1.65166666666667,0.25,0.363666666666667,23.1303300825,86.4408291175,89.4338561494488,39.5560338102404,14.4493058086642,19457.3938641228,80.667679496312,33.5179505814883,16.4057202975571,18072.3664046821,11.164,3.582,2.86
"198","XYAR",2,"XYAR2","","7/8/2019","10:54",8.3,8.3,7.9,8.166666667,62.5,52.5,62.5,59.16666667,150,9.6,0.936,47.72,27.57,423.4,529,551.3,658.7,479.4,670.7,0.288,0.245,177,302,449,1,0.2665,0.004441667,77.4191028,"",11.9683333333333,2.86166666666667,1.21333333333333,0.19,0.42,11.16,2.80166666666667,1.68,0.17,0.304833333333333,28.87468538,94.8927757116667,113.531802399201,34.9135257676132,11.4516009408418,18452.5138354401,104.747740460446,31.2886029639241,18.7902631914189,22274.2618413042,11.918,2.986,1.218
"199","BYLA",2,"BYLA2","","7/8/2019","11:08",7.5,8.2,8.3,8,55,52.5,62.5,56.66666667,150,8.3,0.944666667,62.14,21.73,509.7,564.7,594.4,494.5,508.9,655.3,0.248,0.271,161,306,439,1,0.2595,0.004325,76.08359503,"",11.6266666666667,4.17666666666667,1.50333333333333,0.235,0.955,10.605,3.78333333333333,1.58666666666667,0.185,0.416333333333333,34.12057692,82.4211148066667,107.715781125335,42.4503595977109,15.0211365379968,26100.6525046619,98.207484819395,39.6614997077327,17.9199219787495,26290.7320007973,11.622,4.664,1.882
"200","LAHA",2,"LAHA2","","7/8/2019","11:24",6,6.3,8.5,6.933333333,55,57.5,57.5,56.66666667,150,12.3,0.918,48.83,23.17,486.4,384.5,562.3,591,495.2,635.1,0.206,0.277,163,338,468,1,0.2415,0.004025,68.8073589,"25 GRAMS OF LAHA BONUS ADDED",11.7883333333333,3.63833333333333,1.06333333333333,0.215,0.616666666666667,9.52833333333333,1.54,1.39833333333333,0.161666666666667,0.234166666666667,31.1042508133333,135.538619583333,106.435754201285,36.8179690124639,13.0111496275806,19582.9585117968,88.4037186282231,24.8357415771811,17.3427684376549,14407.5979817718,9.154,2.91,1.64
"201","MYUM",3,"MYUM3","","7/8/2019","11:38",6,6.3,8.5,6.933333333,60,47.5,40,49.16666667,150,8.4,0.944,47.72,23.31,527.7,590,586.8,620.4,588.4,621.2,0.177,0.161,161,364,588,1,0.169,0.002816667,49.51465653,"",11.95875,3.875,1.78375,0.35625,1.2625,11.65125,3.325,1.38125,0.20125,0.586125,35.5113268275,59.71494017125,117.318867787932,45.4655145087392,20.4033708356181,45527.5036132996,114.763221649264,38.874388775272,17.2445474150752,30272.8422171834,15.22,5.2,2.044
"202","TEGL",3,"TEGL3","","7/10/2019","8:42",11.1,10.4,10.8,10.76666667,10,42.5,47.5,33.33333333,150,9.1,0.939333333,26.64,18.13,337.4,282.6,479.3,595.9,370.8,645.6,0.182,0.34,310,508,614,1,0.261,0.00435,76.0913542,"",11.195,4.92,1.655,0.253333333333333,0.88,9.32,3.44833333333333,2.28166666666667,0.226666666666667,0.437666666666667,36.5294968333333,86.89901689,106.573153804357,46.2695725292311,18.1051144273358,31321.0481159929,86.6234871739652,41.1156041747174,26.1011557924332,33674.1228794022,11.188,4.378,1.892
"203","ERGR",2,"ERGR2","","7/10/2019","8:57",6.1,5.2,4.8,5.366666667,27.5,30,27.5,28.33333333,150,17.7,0.882,17.76,10.52,574.4,457.9,421,524.2,294.3,607.2,0.151,0.119,364,603,906,1,0.135,0.00225,36.955359,"",10.29,4.725,2.34666666666667,0.366666666666667,0.548333333333333,9.345,4.625,2.47333333333333,0.308333333333333,0.632833333333333,40.18714782,64.5870670983333,101.43683955701,49.4711607895878,22.8397466650072,40895.7273481211,89.7001220567942,49.535047818758,26.8594119874348,44288.3537572111,10.476,4.78,1.962
"204","OCPU",1,"OCPU1","","7/10/2019","9:13",3.1,3.4,3.4,3.3,9,0,0,3,150,121.6,0.189333333,6.66,0.551,337.1,49.78,22.27,53.13,36.52,297.1,0,0,566,0,0,1,0,0,0,"",5.68166666666667,2.64666666666667,0.751666666666667,0.238333333333333,0.476666666666667,5.63333333333333,2.55833333333333,0.711666666666667,0.206666666666667,0.163,10.7642198081667,66.4973706066667,52.8050987210965,26.8995303675137,7.22948202873601,4154.03593384603,50.9369252251717,27.0515493845566,7.19465185906094,4385.95676005274,7.562,3.836,1.542
"205","SYPU",3,"SYPU3","","7/10/2019","9:25",7,7.5,6.8,7.1,22.5,25,25,24.16666667,150,42.9,0.714,13.32,7.238,470.7,364.6,478.8,354.8,200.8,558.6,0.124,0.131,594,884,1158,1,0.1275,0.002125,28.2542295,"",10.7283333333333,3.77,1.41833333333333,0.223333333333333,1.01,8.745,3.88333333333333,1.86,0.180833333333333,0.2725,27.506468285,103.070328346667,97.5528329399196,40.0255747673926,15.7857434967698,20966.9938264104,79.6179948719495,35.1700520036643,19.2858526379292,16909.8425938158,9.21,3.614,1.656
"206","STCA",1,"STCA1","","7/10/2019","9:39",7.1,7,7.7,7.266666667,55,60,60,58.33333333,150,8.6,0.942666667,48.84,21.97,354.7,527.4,476.3,506.6,518.6,643.4,0.343,0.229,158,263,420,1,0.286,0.004766667,83.67568098,"",9.36833333333333,3.555,2,0.301666666666667,0.961666666666667,8.885,1.39833333333333,1.32833333333333,0.203333333333333,0.360166666666667,29.09984622,81.4279327766667,85.1639402736639,40.9305935923696,16.7380850562787,20680.2230435094,80.9542227450664,17.9658406927968,14.5502690377746,8568.6067750958,10.212,3.316,1.712
"207","LAHA",3,"LAHA3","","7/10/2019","9:53",8,8,8.5,8.166666667,55,57.5,57.5,56.66666667,150,10.9,0.927333333,36.63,16.72,304.2,467.5,539.4,410.6,501.1,633,0.327,0.324,202,312,423,1,0.3255,0.005425,93.68324723,"40.3 GRAMS OF LAHA BONUS ADDED",11.7883333333333,3.63833333333333,1.06333333333333,0.215,0.616666666666667,9.52833333333333,1.54,1.39833333333333,0.161666666666667,0.234166666666667,31.1042508133333,135.538619583333,106.435754201285,36.8179690124639,13.0111496275806,19582.9585117968,88.4037186282231,24.8357415771811,17.3427684376549,14407.5979817718,12.126,2.688,1.92
"208","CAGU",3,"CAGU3","","7/10/2019","10:09",8.1,8.3,7.4,7.933333333,42.5,35,35,37.5,150,10.3,0.931333333,28.85,13,375,392,355.7,387.2,400.1,615.3,0.231,0.154,172,328,562,1,0.1925,0.003208333,55.64305328,"",11.18,4.56666666666667,1.67,0.21,0.793333333333333,10.5283333333333,2.61166666666667,1.84666666666667,0.275,0.3365,38.9581180216667,122.787976608333,101.905656940195,46.2126849015416,18.6853537208013,36413.4726826855,98.6230977105165,28.6021166982106,18.7219287179941,22391.7367796509,9.106,3.212,1.706
"209","ANCR",3,"ANCR3","","7/10/2019","10:27",7.1,8.2,7.3,7.533333333,30,30,35,31.66666667,150,7.2,0.952,34.4,18.8,485.2,539.5,555.5,526.7,414.7,647.5,0.212,0.137,342,512,774,1,0.1745,0.002908333,51.55935213,"",9.91333333333333,4.70666666666667,2.06833333333333,0.266666666666667,0.658333333333333,9.475,4.53833333333333,1.48833333333333,0.233333333333333,0.6405,41.8040979916667,66.7651762216667,92.810704559954,46.6677852046788,24.9006173853087,43266.9585826242,87.2615215294462,45.4169869105212,16.2049316363212,26887.704747662,9.5,5.582,2.658
"210","PORA",3,"PORA3","","7/10/2019","10:43",13.4,12.2,11.9,12.5,70,72.5,72.5,71.66666667,150,7.4,0.950666667,59.92,28.5,500.4,549.8,518,733.4,497.2,691.1,0.379,0.346,136,231,335,1,0.3625,0.006041667,106.9575261,"",14.2,5.41,2.04166666666667,0.186666666666667,1.44333333333333,13.7616666666667,4.27,1.92166666666667,0.143333333333333,0.589166666666667,56.0629942066667,94.8081695583333,133.313313570569,56.3494864395917,21.6280781510656,54846.0547289868,128.267497410374,48.6427752834349,21.2966277781704,55285.9184901387,15.72,5.132,3.56
"211","ZEMO",3,"ZEMO3","","7/10/2019","11:01",7.5,8.4,9.3,8.4,70,67.5,75,70.83333333,150,7.5,0.95,73.24,26.73,537.3,554.1,648.6,618.1,570.1,680,0.383,0.275,108,202,333,1,0.329,0.005483333,97.00510167,"",13.0057142857143,4.23857142857143,2.77,0.438571428571429,0.772857142857143,12.8157142857143,3.85142857142857,2.29428571428571,0.345714285714286,0.707714285714286,42.7030584742857,69.5270558271429,114.272503901397,37.0130628446091,26.6437444818551,44098.5047823233,105.670851996962,37.7979686109299,22.1468185377202,37537.8548794461,11.95,2.866,2.706
"212","ANCA",3,"ANCA3","","7/10/2019","11:16",11.7,10.5,10.6,10.93333333,65,65,67.5,65.83333333,150,16.2,0.892,62.14,25.95,484.7,511.9,611,569.4,561.4,681.8,0.25,0.33,122,266,375,1,0.29,0.004833333,80.28564933,"",14.6725,4.22625,1.94375,0.1875,1.80375,12.1475,3.73375,1.72625,0.2,0.404875,42.80747710875,106.8297821275,133.178499680557,44.9689953060076,14.4180430343935,35331.8377156788,122.041809333563,39.1235113697751,19.5418068090996,33186.0593320487,16.344,4.184,2.868
"213","FAMO",3,"FAMO3","yes","7/10/2019","11:28",12.3,14.9,13.7,13.63333333,72.5,70,67.5,70,150,12.7,0.915333333,62.14,21.99,574.9,549.4,560.6,752.6,535,759.1,0.36,0.261,128,228,366,1,0.3105,0.005175,88.2096207,"",16.3466666666667,5.43,1.95,0.19,1.14333333333333,12.9766666666667,4.73166666666667,3.24166666666667,0.171666666666667,0.5115,60.5148968916667,125.093088181667,147.826266336719,57.0935091552308,18.7348229802264,53138.0260584381,113.891875808866,54.0259826389351,36.5292248772978,72780.9708340925,13.8,4.114,2.232
"214","BARU",3,"BARU3","","7/10/2019","11:39",9.7,10.7,11.1,10.5,65,60,72.5,65.83333333,150,9.4,0.937333333,46.6,26.95,543.5,556.3,519.6,613.9,567.5,687.9,0.275,0.387,108,239,332,1,0.331,0.005516667,96.29353436,"",10.5883333333333,9.61666666666667,2.75666666666667,0.31,1.37666666666667,10.4,9.28333333333333,2.41,0.251666666666667,1.09,78.5489707383333,77.6469499216667,111.033580580525,91.7646277657585,24.6066345752889,100807.775951174,106.697122657547,92.9258615198313,24.7421494597732,99278.8373715264,10.738,10.086,2.55
"215","DAFA",1,"DAFA1","","7/12/2019","8:42",10.1,9.9,9.8,9.933333333,72.5,70,70,70.83333333,150,3.4,0.977333333,55.5,26.68,478,415.5,545.9,720.4,487.6,687.1,0.371,0.303,145,242,361,1,0.337,0.005616667,102.2227792,"",10.4833333333333,1.67166666666667,0.806666666666667,0.215,0.545,8.6,1.57666666666667,1.84666666666667,0.145,0.123,12.945900035,106.090398433333,99.4560302103991,18.4066611831232,8.77738077678265,5710.62614849267,81.5587444418935,26.8382639639137,14.7744844664026,12517.2134036696,14.094,1.584,1.708
"216","STFE",1,"STFE1","","7/12/2019","8:54",3.8,4.8,4.3,4.3,32.5,27.5,37.5,32.5,150,12.5,0.916666667,26.64,9.52,574.8,460.7,594.2,418.2,312.8,544.5,0.148,0.162,704,947,1169,1,0.155,0.002583333,44.09793056,"",7.97333333333333,3.50166666666667,0.756666666666667,0.371666666666667,0.798333333333333,7.26666666666667,2.855,1.48333333333333,0.251666666666667,0.322833333333333,20.1545355566667,62.8597082366667,76.7218898885175,37.3389802530117,10.3967312518175,10443.9940623752,66.0071656598461,31.705774532064,16.7401951259345,14226.2154248105,7.748,2.698,1.408
"217","BYIN",1,"BYIN1","","7/12/2019","9:07",2.2,2,2.1,2.1,0,0,0,0,150,148,0.013333333,0,0.138,22.5,19.12,17.46,19.15,18.28,36.72,0,0,0,0,0,1,0,0,0,"",7.865,2.85333333333333,0.498333333333333,0.293333333333333,0.413333333333333,7.44,2.65333333333333,1.06,0.18,0.252833333333333,15.97333723,62.2746044783333,74.608494942817,29.4832760450233,7.05743556661832,6215.97989045569,71.8231653509608,29.0350185362935,10.7269121859985,8703.46484025716,6.666,2.852,0.662
"218","MYMU",2,"MYMU2","","7/12/2019","9:16",4.1,4,4,4.033333333,11.5,4.5,0,5.333333333,150,104.3,0.304666667,4.44,0.905,485.2,96.6,25.66,146.5,48.93,464.5,0,0,325,0,0,1,0,0,0,"STOPPED HALFWAY",5.66,2.7,1.01,0.171666666666667,0.44,5.000815365,2.45360312533333,1.1980776295,0.153333333333333,0.108166666666667,10.4091309148333,95.4932769683333,52.1070209740871,27.4159480040409,8.57301177213692,4334.44133712451,45.5121671743024,26.3898373721437,14.0831875401646,5847.23435490867,5.394,2.542,0.776
"219","GUNI",2,"GUNI2","","7/12/2019","9:36",9.5,9.6,9.2,9.433333333,45,47.5,55,49.16666667,150,10.4,0.930666667,25.53,17.8,462.9,384.9,497.3,617.9,276.4,553.2,0.194,0.267,224,410,545,1,0.2305,0.003841667,66.57944351,"",12.38,3.36833333333333,1.035,0.176666666666667,0.491666666666667,9.58166666666667,2.9,1.95,0.146666666666667,0.216166666666667,27.9657146783333,131.231252216667,116.468973483023,33.8646631305154,12.3252416042522,19059.286462703,80.7406103495082,31.3393201537011,24.9394424990826,21073.7182360728,8.564,2.052,1.402
"220","STCA",2,"STCA2","","7/12/2019","9:52",9,9.5,8.2,8.9,67.5,60,62.5,63.33333333,150,7.4,0.950666667,57.72,25.82,506.1,547.7,591.6,616.4,651.7,717.3,0.303,0.31,158,277,393,1,0.3065,0.005108333,90.43443242,"",9.36833333333333,3.555,2,0.301666666666667,0.961666666666667,8.885,1.39833333333333,1.32833333333333,0.203333333333333,0.360166666666667,29.09984622,81.4279327766667,85.1639402736639,40.9305935923696,16.7380850562787,20680.2230435094,80.9542227450664,17.9658406927968,14.5502690377746,8568.6067750958,8.296,2.77,1.402
"221","RALA",1,"RALA1","yes","7/12/2019","10:05",2.8,3,2.6,2.8,0,0,0,0,150,144.8,0.034666667,0,0.138,33.47,23.42,20.94,23.47,22.62,41.74,0,0,0,0,0,1,0,0,0,"",8.15833333333333,1.72,0.588333333333333,0.215,0.46,7.72,1.435,1.02,0.155,0.1155,9.74686222683333,86.3487542783333,74.9833726475028,18.4277730361723,6.62151250043145,3784.84601635339,70.9839988495309,16.666205777964,10.6254264385044,4578.59004901555,5.324,1.196,0.988
"222","OCPU",2,"OCPU2","","7/12/2019","10:16",2.5,2.7,2.4,2.533333333,0,0,0,0,150,141.2,0.058666667,1.11,0.197,67.01,25.63,21.42,26.46,25.63,48.93,0,0,0,0,0,1,0,0,0,"",5.68166666666667,2.64666666666667,0.751666666666667,0.238333333333333,0.476666666666667,5.63333333333333,2.55833333333333,0.711666666666667,0.206666666666667,0.163,10.7642198081667,66.4973706066667,52.8050987210965,26.8995303675137,7.22948202873601,4154.03593384603,50.9369252251717,27.0515493845566,7.19465185906094,4385.95676005274,4.844,2.028,0.586
"223","BYLA",3,"BYLA3","","7/12/2019","10:26",9.5,9.6,9.2,9.433333333,45,35,37.5,39.16666667,150,9,0.94,42.17,18.47,592.6,623.1,650.5,584.7,476.1,623.9,0.209,0.147,247,419,664,1,0.178,0.002966667,51.93055067,"",11.6266666666667,4.17666666666667,1.50333333333333,0.235,0.955,10.605,3.78333333333333,1.58666666666667,0.185,0.416333333333333,34.12057692,82.4211148066667,107.715781125335,42.4503595977109,15.0211365379968,26100.6525046619,98.207484819395,39.6614997077327,17.9199219787495,26290.7320007973,10.626,3.316,1.626
"224","MYLI",3,"MYLI3","","7/12/2019","10:43",7.1,6.5,6.4,6.666666667,25,30,30,28.33333333,150,23.2,0.845333333,22.19,11.09,511.5,488.4,637.2,643.5,288,645.9,0.16,0.151,382,607,846,1,0.1555,0.002591667,40.79749142,"",12.7666666666667,3.63166666666667,2.33,0.306666666666667,0.825,12.195,3.29166666666667,2.525,0.238333333333333,0.616166666666667,29.305547122,57.682812958,104.42915846342,31.9831950448589,18.2184443108179,23555.275391906,115.587272646039,37.9458079682147,23.6573122824582,39811.9162826604,12.136,2.392,2.596
"225","OUSP",3,"OUSP3","","7/12/2019","10:56",5.1,4.2,3.9,4.4,25,30,25,26.66666667,150,10.3,0.931333333,11.1,8.1,349.2,288.8,510.1,329.8,218.7,602.7,0.122,0.107,445,741,1078,1,0.1145,0.001908333,33.09677714,"",11.1566666666667,4.70833333333333,1.75,0.35,0.261666666666667,10.395,4.66,2.40833333333333,0.216666666666667,0.783333333333333,41.9101551283333,53.5185104066667,105.654687976248,49.9617118719894,17.1185532873138,37729.0057110554,99.4505577783327,49.480098834834,23.1156066634775,43606.8896740676,9.136,4.84,1.388
"226","MISE",2,"MISE2","yes","7/12/2019","11:17",7.5,7.1,6.8,7.133333333,25,30,30,28.33333333,150,34.6,0.769333333,18.86,10.07,319.4,417.5,424.7,452,274.3,540.7,0.146,0.187,411,657,850,1,0.1665,0.002775,39.7561078,"",11.9216666666667,3.06,1.91,0.173333333333333,0.858333333333333,10.51,2.55333333333333,1.08,0.225,0.183,22.867349725,128.082903216667,101.088841498396,31.1356900850459,18.3826236484388,15772.7205770884,84.2292345099098,26.8137313541038,10.1933053484328,9201.80635890963,8.196,2.818,1.166
"227","ERGR",3,"ERGR3","","7/12/2019","11:35",6,5.5,5.5,5.666666667,30,35,32.5,32.5,150,19.1,0.872666667,19.97,10.45,375.5,419.1,599,386.9,326.8,574.2,0.197,0.158,343,526,754,1,0.1775,0.002958333,48.07527939,"",10.29,4.725,2.34666666666667,0.366666666666667,0.548333333333333,9.345,4.625,2.47333333333333,0.308333333333333,0.632833333333333,40.18714782,64.5870670983333,101.43683955701,49.4711607895878,22.8397466650072,40895.7273481211,89.7001220567942,49.535047818758,26.8594119874348,44288.3537572111,9.462,3.766,2.598
