"","IndLeafCode","Species","FreshL","FreshW","FreshH","FreshTH","Petole","Scanned","X3D","IndLeafCode.1","DryL","DryW","DryH","DryTH","X3D.1","DryWeight","Pixels","Areacm2","SLAcm2g.1","X","X.1","X.2","X.3","X.4","FG"
"381","PIRO3-1","PIRO",14.15,7.09,2.95,0.48,1.92,"YES","YES","PIRO 3-1",14.08,6.75,2.87,0.5,"YES",0.951,540680,38.75834542,40.75535796,"",NA,NA,NA,NA,"S"
"382","PIRO1-1","PIRO",15.6,9,5.84,0.45,1.9,"YES","YES","PIRO1-1",15.16,8.41,5,0.39,"YES",1.918,653819,46.86865178,24.43621052,"",NA,NA,NA,NA,"S"
"383","PIRO1-2","PIRO",16.3,8.5,3.5,0.48,1.74,"YES","YES","PIRO1-2",15.45,8.4,3.09,0.46,"YES",1.449,802061,57.4952972,39.67929413,"",NA,NA,NA,NA,"S"
"384","PIRO2-1","PIRO",12.67,8.72,2.43,0.53,1.3,"YES","YES","PIRO2-1",12.7,8.64,2.02,0.48,"YES",1.175,1350105,96.78152687,82.36725691,"",NA,NA,NA,NA,"S"
"385","PIRO2-2","PIRO",21.1,10.14,4.08,0.49,3.06,"YES","YES","PIRO2-2",22.7,9,3.07,0.41,"YES",1.846,1301466,93.29486717,50.5389313,"",NA,NA,NA,NA,"S"
"386","PIRO3-2","PIRO",13.98,8.99,3.53,0.54,1.7,"YES","YES","PIRO3-2",13.65,6.79,2.8,0.53,"YES",1.162,806147,57.78819984,49.73166939,"",NA,NA,NA,NA,"S"
"387","PLEL1-1","PLEL",NA,NA,NA,NA,NA,"YES","YES","PLEL1-1",5.27,1.81,1.31,0.2,"YES",0.078,120357,8.62772468,110.6118549,"",NA,NA,NA,NA,"G"
"388","PLEL1-2","PLEL",NA,NA,NA,NA,NA,"YES","YES","PLEL1-2",5.24,1.88,0.365,0.18,"YES",0.07,117664,8.434678471,120.4954067,"",NA,NA,NA,NA,"G"
"389","PLEL1-3","PLEL",5.07,1.78,0.32,0.25,0.12,"","YES","PLEL1-3",4.38,1.36,0.62,0.16,"YES",0.067,NA,NA,NA,"",NA,NA,NA,NA,"G"
"390","PLEL2-1","PLEL",4.26,2.5,0.26,0.26,0.13,"YES","YES","PLEL2-1",4.14,2.43,0.76,0.2,"YES",0.104,122894,8.809588116,84.70757803,"",NA,NA,NA,NA,"G"
"391","PLEL2-2","PLEL",3.39,2.04,0.27,0.22,0.08,"YES","YES","PLEL2-2",3.41,1.94,0.43,0.15,"YES",0.057,85101,6.100417907,107.0248756,"",NA,NA,NA,NA,"G"
"392","PLEL3-1","PLEL",6.19,1.97,0.84,0.28,0.22,"YES","YES","PLEL3-1",3.579,1.96,1.2,0.2,"YES",0.176,151926,10.89073091,61.87915288,"",NA,NA,NA,NA,"G"
"393","PLEL3-2","PLEL",3.96,1.58,0.23,0.2,0.2,"YES","YES","PLEL3-2",3.56,1.46,0.68,0.22,"YES",0.09,69688,4.995545564,55.50606183,"",NA,NA,NA,NA,"G"
"394","PLPO1-1","PLPO",10.39,5.64,2.54,0.21,1.93,"YES","YES","PLPO1-1",9.93,5.45,1.19,0.19,"YES",0.378,495550,35.52322644,93.97678954,"",NA,NA,NA,NA,"S"
"395","PLPO1-2","PLPO",8.72,6.08,3.25,0.22,1.94,"YES","YES","PLPO1-2",7.53,6.1,1.55,0.19,"YES",0.342,421648,30.22560263,88.37895506,"dryL replaced with 3d measure. Sf 090619",NA,NA,NA,NA,"S"
"396","PLPO2-1","PLPO",8.82,5.4,1.36,0.15,1.92,"YES","YES","PLPO2-1",8.19,5.12,1.6,0.18,"YES",0.298,405722,29.08395617,97.59716835,"",NA,NA,NA,NA,"S"
"397","PLPO2-2","PLPO",7.69,4.25,0.89,0.13,2.34,"YES","YES","PLPO2-2",7.39,4.16,1.1,0.11,"YES",0.239,262909,18.8464856,78.8555883,"",NA,NA,NA,NA,"S"
"398","PLPO3-1","PLPO",8.25,4.52,1.32,0.22,2.1,"YES","YES","PLPO3-1",8.08,4.27,1.08,0.12,"YES",0.261,305971,21.93336115,84.03586648,"",NA,NA,NA,NA,"S"
"399","PLPO3-2","PLPO",8.88,4.37,2.43,0.23,2.77,"YES","YES","PLPO3-2",8.01,4.21,1.65,0.11,"YES",0.29,284881,20.42153622,70.41909041,"",NA,NA,NA,NA,"S"
"400","PORA1-1","PORA",17.7,6.1,1.78,0.16,2.79,"YES","YES","PORA1-1",15.11,5.11,2.24,0.13,"YES",0.627,918691,65.85585395,105.0332599,"",NA,NA,NA,NA,"S"
"401","PORA1-2","PORA",13.46,3.91,1.1,0.19,1.26,"YES","YES","PORA1-2",12.28,1.8,1.87,0.15,"YES",0.373,473487,33.94165255,90.99638752,"",NA,NA,NA,NA,"S"
"402","PORA2-1","PORA",12.95,4.04,2.18,0.21,1.06,"YES","YES","PORA2-1",12.19,3.07,1.79,0.15,"YES",0.455,565008,40.50228459,89.01601008,"",NA,NA,NA,NA,"S"
"403","PORA2-2","PORA",12.02,6.01,1.57,0.19,1.07,"YES","YES","PORA2-2",11.5,5.3,1.47,0.14,"YES",0.5,700292,50.20004297,100.4000859,"",NA,NA,NA,NA,"S"
"404","PORA3-1","PORA",14.6,6.79,2.26,0.16,1.31,"YES","YES","PORA3-1",17.3,5.27,2.44,0.13,"YES",0.822,1228833,88.08821092,107.1632736,"",NA,NA,NA,NA,"S"
"405","PORA3-2","PORA",14.47,5.61,3.36,0.21,1.17,"YES","YES","PORA3-2",14.19,5.07,1.72,0.16,"YES",0.758,806171,57.78992026,76.24000035,"",NA,NA,NA,NA,"S"
"406","POTO1-1","POTO",20.2,9.8,3.03,0.35,2.31,"YES","YES","POTO1-1",17.5,6.89,3.58,0.14,"YES",1.66,1838139,131.765973,79.37709218,"",NA,NA,NA,NA,"S"
"407","POTO1-2","POTO",19.5,9.7,2.49,0.34,2.33,"YES","YES","POTO1-2",17.5,7.9,2.8,0.25,"YES",1.427,1722034,123.4430506,86.50529124,"",NA,NA,NA,NA,"S"
"408","POTO2-1","POTO",18.4,7.73,2.1,0.23,1.27,"YES","YES","POTO2-1",16.7,5.43,3.48,0.2,"YES",1.344,1331009,95.41264072,70.99154815,"",NA,NA,NA,NA,"S"
"409","POTO2-2","POTO",17.6,5.93,2.9,0.24,1.09,"YES","YES","POTO2-2",16.7,4.7,3.21,0.21,"YES",0.855,1190451,85.33681857,99.80914453,"",NA,NA,NA,NA,"S"
"410","POTO3-1","POTO",18.7,7.9,4.89,0.25,1.12,"YES","YES","POTO3-1",14.6,7.12,5.01,0.23,"YES",1.546,1603682,114.9590532,74.35902538,"",NA,NA,NA,NA,"S"
"411","POTO3-2","POTO",14.29,6.68,1.17,0.26,1.02,"YES","YES","POTO3-2",13.57,5.1,2.29,0.21,"YES",0.788,923061,66.16911497,83.97095809,"",NA,NA,NA,NA,"S"
"412","PRHE1-1","PRHE",16.7,5.05,2.93,0.21,1.09,"YES","YES","PRHE1-1",13.19,2.17,1.85,0.13,"YES",0.479,863509,61.90016294,129.2278976,"",NA,NA,NA,NA,"F"
"413","PRHE1-2","PRHE",16.6,3.68,1.95,0.31,0.99,"YES","YES","PRHE1-2",12.56,2.04,2.56,0.12,"YES",0.513,753974,54.04820732,105.3571293,"",NA,NA,NA,NA,"F"
"414","PRHE2-1","PRHE",12.7,4.97,3.08,0.13,2.1,"YES","YES","PRHE2-1",10.91,3.62,3.01,0.16,"YES",0.412,589098,42.22916285,102.4979681,"",NA,NA,NA,NA,"F"
"415","PRHE2-2","PRHE",11.78,3.27,1.73,0.16,0.72,"YES","YES","PRHE2-2",11.45,3.4,1.35,0.1,"YES",0.313,424798,30.45140863,97.28884547,"",NA,NA,NA,NA,"F"
"416","PRHE3-1","PRHE",14.59,5.1,1.7,0.21,0.69,"YES","YES","PRHE3-1",13.1,4.03,2.4,0.21,"YES",0.561,768326,55.07702246,98.17651063,"",NA,NA,NA,NA,"F"
"417","PRHE3-2","PRHE",12.43,4.61,2.13,0.23,0.61,"YES","YES","PRHE3-2",11.65,2.31,1.84,0.21,"YES",0.407,614392,44.04234919,108.2121602,"",NA,NA,NA,NA,"F"
"418","QUGR1-1","QUGR",14.09,6.66,1.83,0.35,0.91,"YES","YES","QUGR1-1",12.27,3.83,3.18,0.28,"YES",1.025,705718,50.58900276,49.35512465,"",NA,NA,NA,NA,"S"
"419","QUGR1-2","QUGR",13.62,4.77,2.17,0.34,0.34,"YES","YES","QUGR1-2",11.61,3.24,2.22,0.24,"YES",0.635,637480,45.69739964,71.96440889,"",NA,NA,NA,NA,"S"
"420","QUGR2-1","QUGR",17.4,8.13,2.16,0.33,0.6,"YES","YES","QUGR2-1",16.3,7.4,2.22,0.24,"YES",1.483,1268663,90.94340234,61.32393954,"",NA,NA,NA,NA,"S"
"421","QUGR2-2","QUGR",13.47,6.71,0.72,0.32,0.38,"YES","YES","QUGR2-2",10.6,6.01,3.6,0.26,"YES",0.89,900178,64.52875983,72.50422453,"",NA,NA,NA,NA,"S"
"422","QUGR3-1","QUGR",16.4,9.11,2.83,0.42,1.03,"YES","YES","QUGR3-1",14.55,8.36,3,0.29,"YES",1.876,1275430,91.42849098,48.73586939,"",NA,NA,NA,NA,"S"
"423","QUGR3-2","QUGR",11.23,5.56,2.5,0.34,0.63,"YES","YES","QUGR3-2",10.59,4.09,1.65,0.15,"YES",0.635,717610,51.44147418,81.01019556,"",NA,NA,NA,NA,"S"
"424","QUMU1-1","QUMU",8.76,3.44,0.88,0.32,0.23,"YES","YES","QUMU1-1",7.13,0.82,1.31,0.31,"YES",0.334,280768,20.1266981,60.25957514,"",NA,NA,NA,NA,"S"
"425","QUMU1-2","QUMU",9.85,4.24,1.62,0.34,0.26,"YES","YES","QUMU1-2",8.77,1.87,2.2,0.25,"YES",0.479,271988,19.49730868,40.70419348,"",NA,NA,NA,NA,"S"
"426","QUMU2-1","QUMU",9.06,3.53,0.7,0.22,0.29,"YES","YES","QUMU2-1",7.68,2.43,1.09,0.23,"YES",0.302,290628,20.83350672,68.98512159,"",NA,NA,NA,NA,"S"
"427","QUMU2-2","QUMU",9,3.48,0.67,0.24,0.25,"YES","YES","QUMU2-2",5.55,3.06,3.18,0.25,"YES",0.287,314716,22.56024162,78.60711365,"",NA,NA,NA,NA,"S"
"428","QUMU3-1","QUMU",10.06,3.57,0.87,0.2,0.2,"YES","YES","QUMU3-1",8.39,2.89,2.07,0.17,"YES",0.189,352414,25.2626018,133.6645598,"",NA,NA,NA,NA,"S"
"429","QUMU3-2","QUMU",9.61,3.72,0.88,0.25,0.22,"YES","YES","QUMU3-2",7.09,2.29,1.84,0.34,"YES",0.236,353302,25.32625759,107.3146508,"",NA,NA,NA,NA,"S"
"430","RALA1-1","RALA",7.72,1.85,1.06,0.18,0.42,"YES","YES","RALA1-1",7.52,1.37,0.8,0.11,"YES",0.089,121542,8.712670747,97.89517693,"",NA,NA,NA,NA,"F"
"431","RALA1-2","RALA",6.67,1.46,0.5,0.21,0.23,"YES","YES","RALA1-2",6.4,1.27,0.59,0.16,"YES",0.081,94519,6.775542004,83.64866672,"",NA,NA,NA,NA,"F"
"432","RALA2-1","RALA",9.24,1.98,0.72,0.28,0.66,"YES","YES","RALA2-1",9.12,1.41,0.99,0.19,"YES",0.185,185560,13.30176551,71.9014352,"",NA,NA,NA,NA,"F"
"433","RALA2-2","RALA",8.07,1.58,0.54,0.27,0.39,"YES","YES","RALA2-2",7.8,1.38,0.73,0.24,"YES",0.121,122523,8.782993187,72.58672055,"",NA,NA,NA,NA,"F"
"434","RALA3-1","RALA",9.64,1.78,0.37,0.18,0.62,"YES","YES","RALA3-1",8.44,1.61,1.59,0.11,"YES",0.119,164920,11.82219858,99.34620654,"",NA,NA,NA,NA,"F"
"435","RALA3-2","RALA",7.61,1.67,0.34,0.17,0.44,"YES","YES","RALA3-2",7.04,1.57,1.42,0.12,"YES",0.098,126750,9.086003333,92.71431973,"",NA,NA,NA,NA,"F"
"436","ROMO1-1","ROMO",19.4,9.4,6.57,0.41,4.72,"YES","YES","ROMO1-1",14.44,5.83,7.19,0.34,"YES",2.061,1268446,90.92784682,44.11831481,"",NA,NA,NA,NA,"S"
"437","ROMO1-2","ROMO",16.6,7.1,8.45,0.32,3.39,"YES","YES","ROMO1-2",12.47,6.82,5.29,0.33,"YES",0.999,800457,57.38031535,57.4377531,"",NA,NA,NA,NA,"S"
"438","ROMO2-1","ROMO",17.5,7.99,8.01,0.41,5.52,"NO","YES","ROMO2-1",14.96,5.7,8.85,0.28,"YES",2.583,NA,NA,NA,"",NA,NA,NA,NA,"S"
"439","ROMO2-2","ROMO",15.32,7.22,2.95,0.36,2.95,"YES","YES","ROMO2-2",15.17,7.15,2.53,0.2,"YES",1.565,947122,67.89391439,43.3826929,"",NA,NA,NA,NA,"S"
"440","ROMO3-1","ROMO",11.48,3.06,2.75,0.41,2.83,"YES","YES","ROMO3-1",11.16,3.38,3.39,0.31,"YES",1.382,481252,34.49828226,24.96257761,"",NA,NA,NA,NA,"S"
"441","ROMO3-2","ROMO",10.7,3.1,3.46,0.41,2.07,"YES","YES","ROMO3-2",9.96,3.11,4.34,0.27,"YES",1.218,425048,30.46932974,25.01587007,"",NA,NA,NA,NA,"S"
"442","SCUI1-1","SCUI",10.9,2.57,0.95,0.24,0,"YES","YES","SCUI1-1",10.44,1.97,0.78,0.34,"YES",0.219,276797,19.84203917,90.60291858,"",NA,NA,NA,NA,NA
"443","SCUI1-2","SCUI",11.9,3.07,1.17,0.31,0,"YES","YES","SCUI1-2",11.3,2.86,1.98,0.17,"YES",0.33,352985,25.30353362,76.67737461,"",NA,NA,NA,NA,NA
"444","SCVI2-1","SCVI",12.83,2.29,1.08,0.27,0.21,"YES","YES","SCVI2-1",12.62,1.02,0.9,0.21,"YES",0.224,318975,22.86554567,102.0783289,"",NA,NA,NA,NA,"S"
"445","SCVI2-2","SCVI",11.07,3.09,1.06,0.25,0.63,"YES","YES","SCVI2-2",11.01,2.66,0.72,0.23,"YES",0.285,313734,22.48984749,78.91174559,"replaced dryL, previously 4.01. Transcription error. Sf 090619",NA,NA,NA,NA,"S"
"446","SCVI3-1","SCVI",13.66,2.93,2.26,0.33,0.97,"YES","YES","SCVI3-1",13.39,1.39,0.67,0.34,"YES",0.399,380195,27.25406736,68.30593322,"",NA,NA,NA,NA,"S"
"447","SCVI3-2","SCVI",10.37,2.44,1.51,0.28,0.35,"YES","YES","SCVI3-2",10.09,0.74,1.06,0.2,"YES",0.29,273561,19.61006831,67.6209252,"",NA,NA,NA,NA,"S"
"448","SIGU1-1","SIGU",18,6.5,2.17,0.2,0.69,"YES","YES","SIGU1-1",15.08,4.92,2.83,0.15,"YES",NA,1102197,79.01037961,NA,"",NA,NA,NA,NA,"G"
"449","SIGU1-2","SIGU",15.2,6.6,1.84,0.22,0.86,"YES","YES","SIGU1-2",13,4.43,3.15,0.12,"YES",0.544,875774,62.77937265,115.4032585,"",NA,NA,NA,NA,"G"
"450","SIGU2-1","SIGU",13.39,5.63,1.77,0.29,0.63,"YES","YES","SIGU2-1",12.2,4.46,2.71,0.17,"YES",0.563,575100,41.225724,73.22508703,"",NA,NA,NA,NA,"G"
"451","SIGU2-2","SIGU",14.3,4.91,1.65,0.24,0.64,"YES","YES","SIGU2-2",12.64,2.37,1.59,0.22,"YES",0.364,680942,48.81294897,134.1015082,"",NA,NA,NA,NA,"G"
"452","SIGU3-1","SIGU",14,6.24,0.9,0.23,0.47,"YES","YES","SIGU3-1",12.31,3.64,2.03,0.21,"YES",0.331,644539,46.20342014,139.587372,"",NA,NA,NA,NA,"G"
"453","SIGU3-2","SIGU",16.2,6.06,1.52,0.27,0.64,"YES","YES","SIGU3-2",13.01,2.91,2.72,0.17,"YES",0.455,911807,65.36237824,143.6535785,"",NA,NA,NA,NA,"G"
"454","STCA1-1","STCA",9.23,3.82,1.92,0.22,0.99,"YES","YES","STCA1-1",9.03,1.44,1.14,0.18,"YES",0.313,387510,27.77843907,88.7490066,"",NA,NA,NA,NA,"S"
"455","STCA1-2","STCA",10.01,3.02,2.26,0.31,1.3,"YES","YES","STCA1-2",9.27,0.89,1.03,0.28,"YES",0.359,392140,28.11033804,78.30177728,"",NA,NA,NA,NA,"S"
"456","STCA2-1","STCA",7.95,2.98,2.96,0.34,0.72,"YES","YES","STCA2-1",7.8,1.19,1.28,0.15,"YES",0.357,410874,29.45327443,82.50216926,"",NA,NA,NA,NA,"S"
"457","STCA2-2","STCA",8.92,4.23,1.8,0.28,0.72,"YES","YES","STCA2-2",8.51,1.19,1.59,0.17,"YES",0.329,411257,29.48072957,89.60708076,"",NA,NA,NA,NA,"S"
"458","STCA3-1","STCA",9.88,3.8,1.35,0.38,0.72,"YES","YES","STCA3-1",9.3,1.52,1.3,0.21,"YES",0.356,382501,27.41937168,77.02070698,"",NA,NA,NA,NA,"S"
"459","STCA3-2","STCA",10.22,3.48,1.71,0.28,1.32,"YES","YES","STCA3-2",9.4,2.16,1.63,0.23,"YES",0.447,451380,32.35692453,72.38685578,"",NA,NA,NA,NA,"S"
"460","STFE1-1","STFE",8.27,3.22,0.54,0.4,0.55,"YES","YES","STFE1-1",7.45,1.85,1.22,0.24,"YES",0.282,274145,19.65193202,69.68770221,"",NA,NA,NA,NA,"S"
"461","STFE1-2","STFE",10.53,3.48,0.62,0.37,0.81,"YES","YES","STFE1-2",8.66,3.37,2.64,0.27,"YES",0.473,364758,26.14747459,55.28007312,"",NA,NA,NA,NA,"S"
"462","STFE2-1","STFE",6.55,3.44,1.15,0.39,0.85,"YES","YES","STFE2-1",6.35,2.64,0.95,0.26,"YES",0.266,189200,13.56269689,50.98758229,"",NA,NA,NA,NA,"S"
"463","STFE2-2","STFE",6.51,3.49,1.17,0.34,0.82,"YES","YES","STFE2-2",6.29,2.26,1.43,0.27,"YES",0.267,230274,16.50706376,61.82420884,"",NA,NA,NA,NA,"S"
"464","STFE3-1","STFE",7.89,3.58,0.59,0.37,0.82,"YES","YES","STFE3-1",7.32,3.26,1.46,0.18,"YES",0.318,367275,26.32790433,82.79215199,"",NA,NA,NA,NA,"S"
"465","STFE3-2","STFE",8.09,3.8,0.47,0.36,0.94,"YES","YES","STFE3-2",7.53,3.75,1.2,0.29,"YES",0.331,261286,18.73014175,56.58653097,"freshL changed from 6.09; transcription error. Sf 090619",NA,NA,NA,NA,"S"
"466","STPO1-1","STPO",8.4,2.79,1.28,0.23,0.95,"YES","YES","STPO1-1",8.37,1.89,1.03,0.26,"YES",0.173,228466,16.37745828,94.66738893,"",NA,NA,NA,NA,"F"
"467","STPO1-2","STPO",7.57,2.52,1.11,0.3,1.18,"YES","YES","STPO1-2",5.56,1.96,1.81,0.25,"YES",0.164,180922,12.96929306,79.08105523,"",NA,NA,NA,NA,"F"
"468","STPO2-1","STPO",11.08,4.32,1.82,0.33,1.34,"YES","YES","STPO2-1",10.52,4.16,2.35,0.29,"YES",0.546,NA,NA,NA,"",NA,NA,NA,NA,"F"
"469","STPO2-2","STPO",11.63,4.44,1.42,0.28,1.77,"YES","YES","STPO2-2",10.88,4.17,1.73,0.26,"YES",0.565,NA,NA,NA,"",NA,NA,NA,NA,"F"
"470","STPO3-1","STPO",10.34,4.55,1.02,0.29,0.87,"YES","YES","STPO3-1",9.76,3.08,1.65,0.26,"YES",0.382,466339,33.42925214,87.51113125,"",NA,NA,NA,NA,"F"
"471","STPO3-2","STPO",10.07,4.26,0.97,0.28,1.98,"YES","YES","STPO3-2",9.61,2.96,1.34,0.18,"YES",0.352,414948,29.74531685,84.50374106,"",NA,NA,NA,NA,"F"
"472","STRO1-1","STRO",1.79,1.03,0.18,0.2,0.045,"YES","YES","STRO1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"S"
"473","STRO1-2","STRO",1.7,1.03,0.19,0.16,0.095,"YES","YES","STRO1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"S"
"474","STRO3-1","STRO",1.61,0.78,0.09,0.16,0.11,"YES","YES","STRO3-1",1.52,0.68,0.24,0.12,"YES",0.011,14794,1.060499671,96.40906101,"",NA,NA,NA,NA,"S"
"475","STRO3-2","STRO",1.5,0.88,0.07,0.14,0.1,"YES","YES","STRO3-2",1.43,0.83,0.13,0.12,"YES",0.009,15284,1.095625049,121.7361165,"",NA,NA,NA,NA,"S"
"476","SYPU1-1","SYPU",11.96,3.51,0.67,0.28,1.14,"YES","YES","SYPU1-1",10.6,3.23,1.8,0.22,"YES",0.369,387203,27.75643194,75.22068277,"",NA,NA,NA,NA,"S"
"477","SYPU1-2","SYPU",9.4,3.13,1.16,0.25,0.99,"YES","YES","SYPU1-2",3.95,2.74,2.97,0.29,"YES",0.215,279315,20.0225406,93.12809581,"",NA,NA,NA,NA,"S"
"478","SYPU2-1","SYPU",12.73,4.17,1.67,0.22,0.88,"YES","YES","SYPU2-1",11.09,3.54,1.43,0.145,"YES",0.293,499337,35.79469544,122.166196,"",NA,NA,NA,NA,"S"
"479","SYPU2-2","SYPU",10.99,4.03,2.56,0.24,0.89,"YES","YES","SYPU2-2",11.14,3.63,1.03,0.13,"YES",0.316,443088,31.76251712,100.5142947,"",NA,NA,NA,NA,"S"
"480","SYPU3-1","SYPU",9.84,3.76,1.53,0.17,1.18,"YES","YES","SYPU3-1",7.22,2.57,2.95,0.15,"YES",0.196,341009,24.44504072,124.7195955,"",NA,NA,NA,NA,"S"
"481","SYPU3-2","SYPU",9.45,4.02,0.92,0.18,0.98,"YES","YES","SYPU3-2",8.47,7.59,0.98,0.15,"YES",0.246,352344,25.25758389,102.6731053,"",NA,NA,NA,NA,"S"
"482","SYRE1-1","SYRE",11.43,3.14,2.13,0.24,1.3,"YES","YES","SYRE1-1",9.75,1.93,0.97,0.23,"YES",0.23,315012,22.58146021,98.1802618,"",NA,NA,NA,NA,"F"
"483","SYRE1-2","SYRE",11.42,3.06,1.89,0.3,1.41,"YES","YES","SYRE1-2",10.78,1.36,1.18,0.2,"YES",0.232,307089,22.01350436,94.88579466,"",NA,NA,NA,NA,"F"
"484","SYRE2-1","SYRE",9.85,3.25,0.78,0.18,0.93,"YES","YES","SYRE2-1",7.56,2.69,1.06,0.13,"YES",0.13,1004164,71.98293847,553.7149113,"",NA,NA,NA,NA,"F"
"485","SYRE2-2","SYRE",7.52,2.89,1.05,0.19,0.81,"YES","YES","SYRE2-2",6.9,2.14,1.1,0.19,"YES",0.1,201633,14.45394959,144.5394959,"",NA,NA,NA,NA,"F"
"486","SYRE3-1","SYRE",10.46,3.68,0.88,0.21,0.47,"YES","YES","SYRE3-1",9.86,2.35,1.43,0.11,"YES",0.192,343009,24.5884096,128.0646334,"",NA,NA,NA,NA,"F"
"487","SYRE3-2","SYRE",7.6,2.93,0.98,0.23,0.97,"YES","YES","SYRE3-2",7.4,2.3,1.26,0.12,"YES",0.134,214495,15.37595491,114.7459322,"",NA,NA,NA,NA,"F"
"488","TAAU1-1","TAAU",20.1,7.8,1.76,0.44,4.2,"YES","YES","TAAU1-1",13.7,4.23,3.98,0.36,"YES",1.875,1595123,114.3455061,60.98426991,"",NA,NA,NA,NA,"G"
"489","TAAU1-2","TAAU",18.4,6.6,1.73,0.5,4.6,"YES","YES","TAAU1-2",12.25,2.51,4.43,0.32,"YES",1.422,1079661,77.39489897,54.42679253,"",NA,NA,NA,NA,"G"
"490","TAAU2-1","TAAU",20.6,10.47,3.02,0.56,4.69,"","YES","TAAU2-1",15,7.62,5.98,0.33,"YES",2.496,NA,NA,NA,"",NA,NA,NA,NA,"G"
"491","TAAU2-2","TAAU",25.7,9.87,3.34,0.57,6.98,"","YES","TAAU2-2",18.3,5.91,4.24,0.39,"YES",2.482,NA,NA,NA,"",NA,NA,NA,NA,"G"
"492","TAAU3-1","TAAU",18.9,7.04,1.73,0.53,6.58,"YES","YES","TAAU3-1",16.1,5.4,3.76,0.36,"YES",1.547,1059779,75.96966885,49.10773681,"",NA,NA,NA,NA,"G"
"493","TAAU3-2","TAAU",14.08,5.91,1.05,0.47,0.4,"YES","YES","TAAU3-2",9.19,4.53,4.78,0.48,"YES",1.076,847913,60.78217234,56.48900775,"freshH changed from 10.5; transcription error sf090619",NA,NA,NA,NA,"G"
"494","TACA1-1","TACA",12.4,2.5,2,0.22,0.54,"","YES","TACA1-1",11.3,2.31,1.167,0.13,"YES",0.165,NA,NA,NA,"",NA,NA,NA,NA,"F"
"495","TACA1-2","TACA",9.88,2.12,1.35,0.24,0.54,"","YES","TACA1-2",8.47,1.94,1.64,0.12,"YES",0.115,NA,NA,NA,"",NA,NA,NA,NA,"F"
"496","TACA2-1","TACA",12.9,2.6,2.31,0.19,0.32,"YES","YES","TACA2-1",11.46,2.32,2.44,0.24,"YES",0.209,338110,24.23722751,115.9675957,"",NA,NA,NA,NA,"F"
"497","TACA2-2","TACA",9.8,2.1,1.55,0.2,0.4,"YES","YES","TACA2-2",8.58,1.63,1.09,0.15,"YES",0.14,200294,14.35796412,102.5568865,"",NA,NA,NA,NA,"F"
"498","TACA3-1","TACA",11.74,1.77,3.22,0.2,0.35,"YES","YES","TACA3-1",10.5,0.74,0.63,0.11,"YES",0.13,189024,13.55008043,104.2313879,"",NA,NA,NA,NA,"F"
"499","TACA3-2","TACA",12.16,2.17,0.87,0.16,0.56,"YES","YES","TACA3-2",10.53,1.33,0.97,0.12,"YES",0.147,256629,18.39630729,125.1449476,"",NA,NA,NA,NA,"F"
"500","TAGU1-1","TAGU",13.4,4.25,1.08,0.2,0.94,"YES","YES","TAGU1-1",11.48,3.35,1.52,0.22,"YES",0.6,531810,38.1225044,63.53750733,"",NA,NA,NA,NA,"F"
"501","TAGU1-2","TAGU",12.9,4.95,2.09,0.24,0.89,"YES","YES","TAGU1-2",11.95,4.07,1.41,0.16,"YES",0.591,596673,42.77217252,72.37254234,"",NA,NA,NA,NA,"F"
"502","TAGU2-1","TAGU",13.36,4.13,2.45,0.24,0.78,"YES","YES","TAGU2-1",13.07,3.26,1.01,0.19,"YES",0.798,580639,41.62278414,52.15887737,"",NA,NA,NA,NA,"F"
"503","TAGU2-2","TAGU",12.14,2.92,2.65,0.22,1.02,"YES","YES","TAGU2-2",13.3,2.98,2.17,0.11,"YES",0.65,598759,42.92170627,66.03339426,"",NA,NA,NA,NA,"F"
"504","TAGU3-1","TAGU",10.42,3.25,0.53,0.17,0.36,"YES","YES","TAGU3-1",9.64,2.2,1.33,0.16,"YES",0.264,323409,23.18339449,87.81588823,"",NA,NA,NA,NA,"F"
"505","TAGU3-2","TAGU",10.36,2.95,0.98,0.2,0.41,"YES","YES","TAGU3-2",9.61,1.85,1.41,0.13,"YES",0.251,324556,23.26561655,92.69169941,"",NA,NA,NA,NA,"F"
"506","TAOC1-1","TAOC",15.4,8.2,2.59,0.42,0.4,"YES","YES","TAOC1-1",13.5,2.12,1.72,0.33,"YES",1.121,1160616,83.19811317,74.21776376,"",NA,NA,NA,NA,"G"
"507","TAOC1-2","TAOC",14.6,6.5,2.18,0.43,2.7,"YES","YES","TAOC1-2",13.54,3.45,3.07,0.42,"YES",0.898,847169,60.72883912,67.62676962,"",NA,NA,NA,NA,"G"
"508","TAOC2-1","TAOC",14.14,7.33,2.3,0.48,3.25,"YES","YES","TAOC2-1",13.56,2.01,1.97,0.36,"YES",0.82,864936,62.00245664,75.612752,"",NA,NA,NA,NA,"G"
"509","TAOC2-2","TAOC",10.27,4.37,2.3,0.37,2.4,"YES","YES","TAOC2-2",9.76,2.17,1.27,0.24,"YES",0.342,383937,27.52231055,80.47459224,"",NA,NA,NA,NA,"G"
